INFO 2025-09-19 08:18:52,044 api.fee_operations post 173 Successful login for user: principal
INFO 2025-09-19 14:19:25,758 api.fee_operations save 350 Fee new saved for student helen_brown_10
INFO 2025-09-19 14:19:25,764 api.fee_operations save 350 Fee new saved for student charlie_jackson_11
INFO 2025-09-19 14:19:25,769 api.fee_operations save 350 Fee new saved for student charlie_jackson_11
INFO 2025-09-19 14:19:25,774 api.fee_operations save 350 Fee new saved for student charlie_jackson_11
INFO 2025-09-19 14:19:25,779 api.fee_operations save 350 Fee new saved for student alice_smith_12
INFO 2025-09-19 14:19:25,785 api.fee_operations save 350 Fee new saved for student alice_smith_12
INFO 2025-09-19 14:19:25,790 api.fee_operations save 350 Fee new saved for student paula_anderson_13
INFO 2025-09-19 14:19:25,795 api.fee_operations save 350 Fee new saved for student paula_anderson_13
INFO 2025-09-19 14:19:25,800 api.fee_operations save 350 Fee new saved for student paula_anderson_13
INFO 2025-09-19 14:19:25,806 api.fee_operations save 350 Fee new saved for student paula_anderson_13
INFO 2025-09-19 14:19:25,811 api.fee_operations save 350 Fee new saved for student mike_johnson_14
INFO 2025-09-19 14:19:25,826 api.fee_operations save 350 Fee new saved for student mike_johnson_14
INFO 2025-09-19 14:19:25,836 api.fee_operations save 350 Fee new saved for student fiona_white_15
INFO 2025-09-19 14:19:25,845 api.fee_operations save 350 Fee new saved for student fiona_white_15
INFO 2025-09-19 14:19:25,852 api.fee_operations save 350 Fee new saved for student fiona_white_15
INFO 2025-09-19 14:19:25,858 api.fee_operations save 350 Fee new saved for student paula_smith_16
INFO 2025-09-19 14:19:25,867 api.fee_operations save 350 Fee new saved for student paula_smith_16
INFO 2025-09-19 14:19:25,873 api.fee_operations save 350 Fee new saved for student paula_smith_16
INFO 2025-09-19 14:19:25,878 api.fee_operations save 350 Fee new saved for student diana_thomas_17
INFO 2025-09-19 14:19:25,883 api.fee_operations save 350 Fee new saved for student diana_thomas_17
INFO 2025-09-19 14:19:25,889 api.fee_operations save 350 Fee new saved for student steve_white_18
INFO 2025-09-19 14:19:25,893 api.fee_operations save 350 Fee new saved for student steve_white_18
INFO 2025-09-19 14:19:25,898 api.fee_operations save 350 Fee new saved for student steve_white_18
INFO 2025-09-19 14:19:25,904 api.fee_operations save 350 Fee new saved for student nina_garcia_19
INFO 2025-09-19 14:19:25,910 api.fee_operations save 350 Fee new saved for student nina_garcia_19
INFO 2025-09-19 14:19:25,915 api.fee_operations save 350 Fee new saved for student nina_garcia_19
INFO 2025-09-19 14:19:25,921 api.fee_operations save 350 Fee new saved for student quinn_brown_20
INFO 2025-09-19 14:19:25,927 api.fee_operations save 350 Fee new saved for student quinn_brown_20
INFO 2025-09-19 14:19:25,932 api.fee_operations save 350 Fee new saved for student quinn_brown_20
INFO 2025-09-19 14:19:25,938 api.fee_operations save 350 Fee new saved for student quinn_brown_20
INFO 2025-09-19 14:19:25,944 api.fee_operations save 350 Fee new saved for student diana_martinez_21
INFO 2025-09-19 14:19:25,948 api.fee_operations save 350 Fee new saved for student diana_martinez_21
INFO 2025-09-19 14:19:25,955 api.fee_operations save 350 Fee new saved for student diana_martinez_21
INFO 2025-09-19 14:19:25,961 api.fee_operations save 350 Fee new saved for student diana_martinez_21
INFO 2025-09-19 14:19:25,967 api.fee_operations save 350 Fee new saved for student kevin_rodriguez_22
INFO 2025-09-19 14:19:25,972 api.fee_operations save 350 Fee new saved for student kevin_rodriguez_22
INFO 2025-09-19 14:19:25,977 api.fee_operations save 350 Fee new saved for student kevin_rodriguez_22
INFO 2025-09-19 14:19:25,982 api.fee_operations save 350 Fee new saved for student mike_rodriguez_23
INFO 2025-09-19 14:19:25,987 api.fee_operations save 350 Fee new saved for student mike_rodriguez_23
INFO 2025-09-19 14:19:25,993 api.fee_operations save 350 Fee new saved for student tina_clark_24
INFO 2025-09-19 14:19:25,997 api.fee_operations save 350 Fee new saved for student tina_clark_24
INFO 2025-09-19 14:19:26,002 api.fee_operations save 350 Fee new saved for student tina_clark_24
INFO 2025-09-19 14:19:26,008 api.fee_operations save 350 Fee new saved for student tina_clark_24
INFO 2025-09-19 14:19:26,012 api.fee_operations save 350 Fee new saved for student rachel_jackson_25
INFO 2025-09-19 14:19:26,021 api.fee_operations save 350 Fee new saved for student rachel_jackson_25
INFO 2025-09-19 14:19:26,026 api.fee_operations save 350 Fee new saved for student rachel_jackson_25
INFO 2025-09-19 14:19:26,032 api.fee_operations save 350 Fee new saved for student rachel_jackson_25
INFO 2025-09-19 14:19:26,039 api.fee_operations save 350 Fee new saved for student ian_robinson_26
INFO 2025-09-19 14:19:26,045 api.fee_operations save 350 Fee new saved for student ian_robinson_26
INFO 2025-09-19 14:19:26,051 api.fee_operations save 350 Fee new saved for student bob_anderson_27
INFO 2025-09-19 14:19:26,058 api.fee_operations save 350 Fee new saved for student bob_anderson_27
INFO 2025-09-19 14:19:26,064 api.fee_operations save 350 Fee new saved for student bob_anderson_27
INFO 2025-09-19 14:19:26,070 api.fee_operations save 350 Fee new saved for student bob_anderson_27
INFO 2025-09-19 14:19:26,077 api.fee_operations save 350 Fee new saved for student edward_smith_28
INFO 2025-09-19 14:19:26,084 api.fee_operations save 350 Fee new saved for student edward_smith_28
INFO 2025-09-19 14:19:26,093 api.fee_operations save 350 Fee new saved for student edward_smith_28
INFO 2025-09-19 14:19:26,100 api.fee_operations save 350 Fee new saved for student edward_smith_28
INFO 2025-09-19 14:19:26,107 api.fee_operations save 350 Fee new saved for student diana_harris_29
INFO 2025-09-19 14:19:26,112 api.fee_operations save 350 Fee new saved for student diana_harris_29
INFO 2025-09-19 14:19:26,120 api.fee_operations save 350 Fee new saved for student julia_thompson_30
INFO 2025-09-19 14:19:26,126 api.fee_operations save 350 Fee new saved for student julia_thompson_30
INFO 2025-09-19 14:19:26,132 api.fee_operations save 350 Fee new saved for student julia_thompson_30
INFO 2025-09-19 14:19:26,138 api.fee_operations save 350 Fee new saved for student julia_thompson_30
INFO 2025-09-19 14:19:26,144 api.fee_operations save 350 Fee new saved for student quinn_thompson_31
INFO 2025-09-19 14:19:26,150 api.fee_operations save 350 Fee new saved for student quinn_thompson_31
INFO 2025-09-19 14:19:26,159 api.fee_operations save 350 Fee new saved for student charlie_garcia_32
INFO 2025-09-19 14:19:26,165 api.fee_operations save 350 Fee new saved for student charlie_garcia_32
INFO 2025-09-19 14:19:26,171 api.fee_operations save 350 Fee new saved for student nina_thomas_33
INFO 2025-09-19 14:19:26,176 api.fee_operations save 350 Fee new saved for student nina_thomas_33
INFO 2025-09-19 14:19:26,183 api.fee_operations save 350 Fee new saved for student kevin_thompson_34
INFO 2025-09-19 14:19:26,189 api.fee_operations save 350 Fee new saved for student kevin_thompson_34
INFO 2025-09-19 14:19:26,195 api.fee_operations save 350 Fee new saved for student kevin_thompson_34
INFO 2025-09-19 14:19:26,201 api.fee_operations save 350 Fee new saved for student kevin_thompson_34
INFO 2025-09-19 14:19:26,207 api.fee_operations save 350 Fee new saved for student oliver_wilson_35
INFO 2025-09-19 14:19:26,212 api.fee_operations save 350 Fee new saved for student oliver_wilson_35
INFO 2025-09-19 14:19:26,221 api.fee_operations save 350 Fee new saved for student oliver_wilson_35
INFO 2025-09-19 14:19:26,227 api.fee_operations save 350 Fee new saved for student oliver_wilson_35
INFO 2025-09-19 14:19:26,235 api.fee_operations save 350 Fee new saved for student fiona_brown_36
INFO 2025-09-19 14:19:26,241 api.fee_operations save 350 Fee new saved for student fiona_brown_36
INFO 2025-09-19 14:19:26,247 api.fee_operations save 350 Fee new saved for student edward_thomas_37
INFO 2025-09-19 14:19:26,253 api.fee_operations save 350 Fee new saved for student edward_thomas_37
INFO 2025-09-19 14:19:26,259 api.fee_operations save 350 Fee new saved for student rachel_brown_38
INFO 2025-09-19 14:19:26,265 api.fee_operations save 350 Fee new saved for student rachel_brown_38
INFO 2025-09-19 14:19:26,270 api.fee_operations save 350 Fee new saved for student rachel_brown_38
INFO 2025-09-19 14:19:26,276 api.fee_operations save 350 Fee new saved for student rachel_brown_38
INFO 2025-09-19 14:19:26,281 api.fee_operations save 350 Fee new saved for student george_brown_39
INFO 2025-09-19 14:19:26,287 api.fee_operations save 350 Fee new saved for student george_brown_39
INFO 2025-09-19 14:19:26,292 api.fee_operations save 350 Fee new saved for student george_brown_39
INFO 2025-09-19 14:19:26,296 api.fee_operations save 350 Fee new saved for student george_brown_39
INFO 2025-09-19 14:19:26,302 api.fee_operations save 350 Fee new saved for student edward_robinson_40
INFO 2025-09-19 14:19:26,311 api.fee_operations save 350 Fee new saved for student edward_robinson_40
INFO 2025-09-19 14:19:26,317 api.fee_operations save 350 Fee new saved for student edward_jackson_41
INFO 2025-09-19 14:19:26,323 api.fee_operations save 350 Fee new saved for student edward_jackson_41
INFO 2025-09-19 14:19:26,328 api.fee_operations save 350 Fee new saved for student edward_jackson_41
INFO 2025-09-19 14:19:26,334 api.fee_operations save 350 Fee new saved for student edward_jackson_41
INFO 2025-09-19 14:19:26,341 api.fee_operations save 350 Fee new saved for student kevin_jackson_42
INFO 2025-09-19 14:19:26,349 api.fee_operations save 350 Fee new saved for student kevin_jackson_42
INFO 2025-09-19 14:19:26,355 api.fee_operations save 350 Fee new saved for student alice_thompson_43
INFO 2025-09-19 14:19:26,360 api.fee_operations save 350 Fee new saved for student alice_thompson_43
INFO 2025-09-19 14:19:26,366 api.fee_operations save 350 Fee new saved for student edward_johnson_44
INFO 2025-09-19 14:19:26,372 api.fee_operations save 350 Fee new saved for student edward_johnson_44
INFO 2025-09-19 14:19:26,378 api.fee_operations save 350 Fee new saved for student edward_johnson_44
INFO 2025-09-19 14:19:26,385 api.fee_operations save 350 Fee new saved for student edward_johnson_44
INFO 2025-09-19 14:19:26,394 api.fee_operations save 350 Fee new saved for student oliver_thomas_45
INFO 2025-09-19 14:19:26,401 api.fee_operations save 350 Fee new saved for student oliver_thomas_45
INFO 2025-09-19 14:19:26,407 api.fee_operations save 350 Fee new saved for student oliver_thomas_45
INFO 2025-09-19 14:19:26,412 api.fee_operations save 350 Fee new saved for student oliver_thomas_45
INFO 2025-09-19 14:19:26,417 api.fee_operations save 350 Fee new saved for student rachel_martinez_46
INFO 2025-09-19 14:19:26,423 api.fee_operations save 350 Fee new saved for student rachel_martinez_46
INFO 2025-09-19 14:19:26,428 api.fee_operations save 350 Fee new saved for student rachel_martinez_46
INFO 2025-09-19 14:19:26,435 api.fee_operations save 350 Fee new saved for student alice_davis_47
INFO 2025-09-19 14:19:26,441 api.fee_operations save 350 Fee new saved for student alice_davis_47
INFO 2025-09-19 14:19:26,450 api.fee_operations save 350 Fee new saved for student alice_davis_47
INFO 2025-09-19 14:19:26,458 api.fee_operations save 350 Fee new saved for student nina_harris_48
INFO 2025-09-19 14:19:26,464 api.fee_operations save 350 Fee new saved for student nina_harris_48
INFO 2025-09-19 14:19:26,470 api.fee_operations save 350 Fee new saved for student diana_thomas_49
INFO 2025-09-19 14:19:26,475 api.fee_operations save 350 Fee new saved for student diana_thomas_49
INFO 2025-09-19 14:19:26,481 api.fee_operations save 350 Fee new saved for student diana_thomas_49
INFO 2025-09-19 14:19:26,486 api.fee_operations save 350 Fee new saved for student diana_thomas_49
INFO 2025-09-19 14:21:02,072 api.fee_operations post 173 Successful login for user: principal
ERROR 2025-09-19 14:27:15,412 api.fee_operations post 193 Login error: No active account found with the given credentials
INFO 2025-09-19 14:27:20,424 api.fee_operations post 173 Successful login for user: student1
INFO 2025-09-19 14:50:35,295 api.fee_operations save 350 Fee new saved for student rey1800
INFO 2025-09-19 14:50:35,297 api.fee_operations save 350 Fee new saved for student saa1801
INFO 2025-09-19 14:50:35,299 api.fee_operations save 350 Fee new saved for student arj1802
INFO 2025-09-19 14:50:35,301 api.fee_operations save 350 Fee new saved for student pri1803
INFO 2025-09-19 14:50:35,304 api.fee_operations save 350 Fee new saved for student arj1804
INFO 2025-09-19 14:50:35,305 api.fee_operations save 350 Fee new saved for student ira1805
INFO 2025-09-19 14:50:35,307 api.fee_operations save 350 Fee new saved for student adi1806
INFO 2025-09-19 14:50:35,309 api.fee_operations save 350 Fee new saved for student aar1807
INFO 2025-09-19 14:50:35,310 api.fee_operations save 350 Fee new saved for student aar1808
INFO 2025-09-19 14:50:35,312 api.fee_operations save 350 Fee new saved for student diy1809
INFO 2025-09-19 14:50:35,314 api.fee_operations save 350 Fee new saved for student ish1810
INFO 2025-09-19 14:50:35,316 api.fee_operations save 350 Fee new saved for student aad1811
INFO 2025-09-19 14:50:35,318 api.fee_operations save 350 Fee new saved for student vih1812
INFO 2025-09-19 14:50:35,320 api.fee_operations save 350 Fee new saved for student saa1813
INFO 2025-09-19 14:50:35,321 api.fee_operations save 350 Fee new saved for student rey1814
INFO 2025-09-19 14:50:35,323 api.fee_operations save 350 Fee new saved for student riy1815
INFO 2025-09-19 14:50:35,325 api.fee_operations save 350 Fee new saved for student rey1816
INFO 2025-09-19 14:50:35,326 api.fee_operations save 350 Fee new saved for student kia1817
INFO 2025-09-19 14:50:35,328 api.fee_operations save 350 Fee new saved for student viv1818
INFO 2025-09-19 14:50:35,329 api.fee_operations save 350 Fee new saved for student ana1819
INFO 2025-09-19 14:50:35,331 api.fee_operations save 350 Fee new saved for student viv1820
INFO 2025-09-19 14:50:35,333 api.fee_operations save 350 Fee new saved for student pri1821
INFO 2025-09-19 14:50:35,335 api.fee_operations save 350 Fee new saved for student ish1822
INFO 2025-09-19 14:50:35,337 api.fee_operations save 350 Fee new saved for student diy1823
INFO 2025-09-19 14:50:35,338 api.fee_operations save 350 Fee new saved for student kri1824
INFO 2025-09-19 14:50:35,339 api.fee_operations save 350 Fee new saved for student aar1825
INFO 2025-09-19 14:50:35,341 api.fee_operations save 350 Fee new saved for student adi1826
INFO 2025-09-19 14:50:35,342 api.fee_operations save 350 Fee new saved for student par1827
INFO 2025-09-19 14:50:35,344 api.fee_operations save 350 Fee new saved for student viv1828
INFO 2025-09-19 14:50:35,345 api.fee_operations save 350 Fee new saved for student ira1829
INFO 2025-09-19 14:50:35,347 api.fee_operations save 350 Fee new saved for student viv1830
INFO 2025-09-19 14:50:35,348 api.fee_operations save 350 Fee new saved for student riy1831
INFO 2025-09-19 14:50:35,350 api.fee_operations save 350 Fee new saved for student arj1832
INFO 2025-09-19 14:50:35,353 api.fee_operations save 350 Fee new saved for student ira1833
INFO 2025-09-19 14:50:35,355 api.fee_operations save 350 Fee new saved for student arj1834
INFO 2025-09-19 14:50:35,357 api.fee_operations save 350 Fee new saved for student ira1835
INFO 2025-09-19 14:50:35,358 api.fee_operations save 350 Fee new saved for student ish1836
INFO 2025-09-19 14:50:35,360 api.fee_operations save 350 Fee new saved for student aar1837
INFO 2025-09-19 14:50:35,362 api.fee_operations save 350 Fee new saved for student arj1838
INFO 2025-09-19 14:50:35,363 api.fee_operations save 350 Fee new saved for student diy1839
INFO 2025-09-19 14:50:35,365 api.fee_operations save 350 Fee new saved for student rey1800
INFO 2025-09-19 14:50:35,366 api.fee_operations save 350 Fee new saved for student saa1801
INFO 2025-09-19 14:50:35,367 api.fee_operations save 350 Fee new saved for student arj1802
INFO 2025-09-19 14:50:35,368 api.fee_operations save 350 Fee new saved for student pri1803
INFO 2025-09-19 14:50:35,369 api.fee_operations save 350 Fee new saved for student arj1804
INFO 2025-09-19 14:50:35,370 api.fee_operations save 350 Fee new saved for student ira1805
INFO 2025-09-19 14:50:35,371 api.fee_operations save 350 Fee new saved for student adi1806
INFO 2025-09-19 14:50:35,372 api.fee_operations save 350 Fee new saved for student aar1807
INFO 2025-09-19 14:50:35,373 api.fee_operations save 350 Fee new saved for student aar1808
INFO 2025-09-19 14:50:35,373 api.fee_operations save 350 Fee new saved for student diy1809
INFO 2025-09-19 14:50:35,374 api.fee_operations save 350 Fee new saved for student ish1810
INFO 2025-09-19 14:50:35,375 api.fee_operations save 350 Fee new saved for student aad1811
INFO 2025-09-19 14:50:35,376 api.fee_operations save 350 Fee new saved for student vih1812
INFO 2025-09-19 14:50:35,376 api.fee_operations save 350 Fee new saved for student saa1813
INFO 2025-09-19 14:50:35,377 api.fee_operations save 350 Fee new saved for student rey1814
INFO 2025-09-19 14:50:35,381 api.fee_operations save 350 Fee new saved for student riy1815
INFO 2025-09-19 14:50:35,381 api.fee_operations save 350 Fee new saved for student rey1816
INFO 2025-09-19 14:50:35,382 api.fee_operations save 350 Fee new saved for student kia1817
INFO 2025-09-19 14:50:35,383 api.fee_operations save 350 Fee new saved for student viv1818
INFO 2025-09-19 14:50:35,384 api.fee_operations save 350 Fee new saved for student ana1819
INFO 2025-09-19 14:50:35,384 api.fee_operations save 350 Fee new saved for student viv1820
INFO 2025-09-19 14:50:35,385 api.fee_operations save 350 Fee new saved for student pri1821
INFO 2025-09-19 14:50:35,387 api.fee_operations save 350 Fee new saved for student ish1822
INFO 2025-09-19 14:50:35,387 api.fee_operations save 350 Fee new saved for student diy1823
INFO 2025-09-19 14:50:35,388 api.fee_operations save 350 Fee new saved for student kri1824
INFO 2025-09-19 14:50:35,389 api.fee_operations save 350 Fee new saved for student aar1825
INFO 2025-09-19 14:50:35,390 api.fee_operations save 350 Fee new saved for student adi1826
INFO 2025-09-19 14:50:35,390 api.fee_operations save 350 Fee new saved for student par1827
INFO 2025-09-19 14:50:35,391 api.fee_operations save 350 Fee new saved for student viv1828
INFO 2025-09-19 14:50:35,392 api.fee_operations save 350 Fee new saved for student ira1829
INFO 2025-09-19 14:50:35,392 api.fee_operations save 350 Fee new saved for student viv1830
INFO 2025-09-19 14:50:35,393 api.fee_operations save 350 Fee new saved for student riy1831
INFO 2025-09-19 14:50:35,395 api.fee_operations save 350 Fee new saved for student arj1832
INFO 2025-09-19 14:50:35,395 api.fee_operations save 350 Fee new saved for student ira1833
INFO 2025-09-19 14:50:35,395 api.fee_operations save 350 Fee new saved for student arj1834
INFO 2025-09-19 14:50:35,397 api.fee_operations save 350 Fee new saved for student ira1835
INFO 2025-09-19 14:50:35,398 api.fee_operations save 350 Fee new saved for student ish1836
INFO 2025-09-19 14:50:35,399 api.fee_operations save 350 Fee new saved for student aar1837
INFO 2025-09-19 14:50:35,399 api.fee_operations save 350 Fee new saved for student arj1838
INFO 2025-09-19 14:50:35,400 api.fee_operations save 350 Fee new saved for student diy1839
INFO 2025-09-19 14:50:35,401 api.fee_operations save 350 Fee new saved for student rey1800
INFO 2025-09-19 14:50:35,402 api.fee_operations save 350 Fee new saved for student saa1801
INFO 2025-09-19 14:50:35,403 api.fee_operations save 350 Fee new saved for student arj1802
INFO 2025-09-19 14:50:35,403 api.fee_operations save 350 Fee new saved for student pri1803
INFO 2025-09-19 14:50:35,405 api.fee_operations save 350 Fee new saved for student arj1804
INFO 2025-09-19 14:50:35,405 api.fee_operations save 350 Fee new saved for student ira1805
INFO 2025-09-19 14:50:35,405 api.fee_operations save 350 Fee new saved for student adi1806
INFO 2025-09-19 14:50:35,407 api.fee_operations save 350 Fee new saved for student aar1807
INFO 2025-09-19 14:50:35,407 api.fee_operations save 350 Fee new saved for student aar1808
INFO 2025-09-19 14:50:35,409 api.fee_operations save 350 Fee new saved for student diy1809
INFO 2025-09-19 14:50:35,409 api.fee_operations save 350 Fee new saved for student ish1810
INFO 2025-09-19 14:50:35,410 api.fee_operations save 350 Fee new saved for student aad1811
INFO 2025-09-19 14:50:35,411 api.fee_operations save 350 Fee new saved for student vih1812
INFO 2025-09-19 14:50:35,411 api.fee_operations save 350 Fee new saved for student saa1813
INFO 2025-09-19 14:50:35,413 api.fee_operations save 350 Fee new saved for student rey1814
INFO 2025-09-19 14:50:35,413 api.fee_operations save 350 Fee new saved for student riy1815
INFO 2025-09-19 14:50:35,414 api.fee_operations save 350 Fee new saved for student rey1816
INFO 2025-09-19 14:50:35,415 api.fee_operations save 350 Fee new saved for student kia1817
INFO 2025-09-19 14:50:35,415 api.fee_operations save 350 Fee new saved for student viv1818
INFO 2025-09-19 14:50:35,417 api.fee_operations save 350 Fee new saved for student ana1819
INFO 2025-09-19 14:50:35,417 api.fee_operations save 350 Fee new saved for student viv1820
INFO 2025-09-19 14:50:35,417 api.fee_operations save 350 Fee new saved for student pri1821
INFO 2025-09-19 14:50:35,419 api.fee_operations save 350 Fee new saved for student ish1822
INFO 2025-09-19 14:50:35,419 api.fee_operations save 350 Fee new saved for student diy1823
INFO 2025-09-19 14:50:35,420 api.fee_operations save 350 Fee new saved for student kri1824
INFO 2025-09-19 14:50:35,421 api.fee_operations save 350 Fee new saved for student aar1825
INFO 2025-09-19 14:50:35,422 api.fee_operations save 350 Fee new saved for student adi1826
INFO 2025-09-19 14:50:35,423 api.fee_operations save 350 Fee new saved for student par1827
INFO 2025-09-19 14:50:35,423 api.fee_operations save 350 Fee new saved for student viv1828
INFO 2025-09-19 14:50:35,423 api.fee_operations save 350 Fee new saved for student ira1829
INFO 2025-09-19 14:50:35,424 api.fee_operations save 350 Fee new saved for student viv1830
INFO 2025-09-19 14:50:35,425 api.fee_operations save 350 Fee new saved for student riy1831
INFO 2025-09-19 14:50:35,426 api.fee_operations save 350 Fee new saved for student arj1832
INFO 2025-09-19 14:50:35,427 api.fee_operations save 350 Fee new saved for student ira1833
INFO 2025-09-19 14:50:35,427 api.fee_operations save 350 Fee new saved for student arj1834
INFO 2025-09-19 14:50:35,428 api.fee_operations save 350 Fee new saved for student ira1835
INFO 2025-09-19 14:50:35,429 api.fee_operations save 350 Fee new saved for student ish1836
INFO 2025-09-19 14:50:35,430 api.fee_operations save 350 Fee new saved for student aar1837
INFO 2025-09-19 14:50:35,430 api.fee_operations save 350 Fee new saved for student arj1838
INFO 2025-09-19 14:50:35,431 api.fee_operations save 350 Fee new saved for student diy1839
INFO 2025-09-19 14:50:35,432 api.fee_operations save 350 Fee new saved for student rey1800
INFO 2025-09-19 14:50:35,433 api.fee_operations save 350 Fee new saved for student saa1801
INFO 2025-09-19 14:50:35,435 api.fee_operations save 350 Fee new saved for student arj1802
INFO 2025-09-19 14:50:35,436 api.fee_operations save 350 Fee new saved for student pri1803
INFO 2025-09-19 14:50:35,437 api.fee_operations save 350 Fee new saved for student arj1804
INFO 2025-09-19 14:50:35,437 api.fee_operations save 350 Fee new saved for student ira1805
INFO 2025-09-19 14:50:35,438 api.fee_operations save 350 Fee new saved for student adi1806
INFO 2025-09-19 14:50:35,439 api.fee_operations save 350 Fee new saved for student aar1807
INFO 2025-09-19 14:50:35,439 api.fee_operations save 350 Fee new saved for student aar1808
INFO 2025-09-19 14:50:35,440 api.fee_operations save 350 Fee new saved for student diy1809
INFO 2025-09-19 14:50:35,441 api.fee_operations save 350 Fee new saved for student ish1810
